country,day,vaccine,total_vaccinations
Romania,4/9/2021,Moderna,263626
Romania,4/9/2021,Oxford/AstraZeneca,393982
Romania,4/9/2021,Pfizer/BioNTech,2914374
Romania,4/10/2021,Moderna,271279
Romania,4/10/2021,Oxford/AstraZeneca,397094
Romania,4/10/2021,Pfizer/BioNTech,2965548
Romania,4/11/2021,Moderna,278832
Romania,4/11/2021,Oxford/AstraZeneca,399252
Romania,4/11/2021,Pfizer/BioNTech,3012825
Romania,4/12/2021,Moderna,287423
Romania,4/12/2021,Oxford/AstraZeneca,407271
Romania,4/12/2021,Pfizer/BioNTech,3059096
Romania,4/13/2021,Moderna,296167
Romania,4/13/2021,Oxford/AstraZeneca,417067
Romania,4/13/2021,Pfizer/BioNTech,3117146
Romania,4/14/2021,Moderna,305182
Romania,4/14/2021,Oxford/AstraZeneca,426913
Romania,4/14/2021,Pfizer/BioNTech,3178405
Romania,4/15/2021,Moderna,314259
Romania,4/15/2021,Oxford/AstraZeneca,436165
Romania,4/15/2021,Pfizer/BioNTech,3240132
Romania,4/16/2021,Moderna,323062
Romania,4/16/2021,Oxford/AstraZeneca,446329
Romania,4/16/2021,Pfizer/BioNTech,3300799
Romania,4/17/2021,Moderna,332539
Romania,4/17/2021,Oxford/AstraZeneca,456172
Romania,4/17/2021,Pfizer/BioNTech,3362657
Romania,4/18/2021,Moderna,341162
Romania,4/18/2021,Oxford/AstraZeneca,464653
Romania,4/18/2021,Pfizer/BioNTech,3417475
Romania,4/19/2021,Moderna,349011
Romania,4/19/2021,Oxford/AstraZeneca,475051
Romania,4/19/2021,Pfizer/BioNTech,3474495
Romania,4/20/2021,Moderna,358891
Romania,4/20/2021,Oxford/AstraZeneca,485089
Romania,4/20/2021,Pfizer/BioNTech,3543461
Romania,4/21/2021,Moderna,369970
Romania,4/21/2021,Oxford/AstraZeneca,495208
Romania,4/21/2021,Pfizer/BioNTech,3614041
Romania,4/22/2021,Moderna,380592
Romania,4/22/2021,Oxford/AstraZeneca,505247
Romania,4/22/2021,Pfizer/BioNTech,3680757
Romania,4/23/2021,Moderna,390799
Romania,4/23/2021,Oxford/AstraZeneca,516765
Romania,4/23/2021,Pfizer/BioNTech,3749432
Romania,4/24/2021,Moderna,402275
Romania,4/24/2021,Oxford/AstraZeneca,526446
Romania,4/24/2021,Pfizer/BioNTech,3817954
Romania,4/25/2021,Moderna,411876
Romania,4/25/2021,Oxford/AstraZeneca,534300
Romania,4/25/2021,Pfizer/BioNTech,3877603
Romania,4/26/2021,Moderna,421055
Romania,4/26/2021,Oxford/AstraZeneca,543893
Romania,4/26/2021,Pfizer/BioNTech,3939640
United States,1/12/2021,Moderna,3835859
United States,1/12/2021,Pfizer/BioNTech,5488697
United States,1/13/2021,Moderna,4249795
United States,1/13/2021,Pfizer/BioNTech,6025872
United States,1/15/2021,Moderna,5122662
United States,1/15/2021,Pfizer/BioNTech,7153268
United States,1/19/2021,Moderna,6828561
United States,1/19/2021,Pfizer/BioNTech,8874811
United States,1/20/2021,Moderna,7239750
United States,1/20/2021,Pfizer/BioNTech,9281063
United States,1/21/2021,Moderna,7724683
United States,1/21/2021,Pfizer/BioNTech,9817027
United States,1/22/2021,Moderna,8407909
United States,1/22/2021,Pfizer/BioNTech,10695066
United States,1/23/2021,Moderna,9061112
United States,1/23/2021,Pfizer/BioNTech,11471457
United States,1/24/2021,Moderna,9689497
United States,1/24/2021,Pfizer/BioNTech,12153536
United States,1/25/2021,Moderna,10084432
United States,1/25/2021,Pfizer/BioNTech,12551999
United States,1/26/2021,Moderna,10431466
United States,1/26/2021,Pfizer/BioNTech,13009981
United States,1/27/2021,Moderna,11001991
United States,1/27/2021,Pfizer/BioNTech,13550835
United States,1/28/2021,Moderna,11737592
United States,1/28/2021,Pfizer/BioNTech,14355980
United States,1/29/2021,Moderna,12619210
United States,1/29/2021,Pfizer/BioNTech,15164858
United States,1/30/2021,Moderna,13499942
United States,1/30/2021,Pfizer/BioNTech,15977015
United States,1/31/2021,Moderna,14246089
United States,1/31/2021,Pfizer/BioNTech,16775916
United States,2/1/2021,Moderna,14756609
United States,2/1/2021,Pfizer/BioNTech,17364398
United States,2/2/2021,Moderna,15006565
United States,2/2/2021,Pfizer/BioNTech,17672866
United States,2/3/2021,Moderna,15567188
United States,2/3/2021,Pfizer/BioNTech,18209204
United States,2/4/2021,Moderna,16260102
United States,2/4/2021,Pfizer/BioNTech,18841309
United States,2/5/2021,Moderna,17133644
United States,2/5/2021,Pfizer/BioNTech,19582865
United States,2/6/2021,Moderna,18336515
United States,2/6/2021,Pfizer/BioNTech,20598212
United States,2/7/2021,Moderna,19485089
United States,2/7/2021,Pfizer/BioNTech,21622193
United States,2/8/2021,Moderna,20066305
United States,2/8/2021,Pfizer/BioNTech,22247484
United States,2/9/2021,Moderna,20416765
United States,2/9/2021,Pfizer/BioNTech,22685406
United States,2/10/2021,Moderna,21189540
United States,2/10/2021,Pfizer/BioNTech,23475749
United States,2/11/2021,Moderna,22038088
United States,2/11/2021,Pfizer/BioNTech,24246868
United States,2/12/2021,Moderna,23111715
United States,2/12/2021,Pfizer/BioNTech,25192628
United States,2/13/2021,Moderna,24297615
United States,2/13/2021,Pfizer/BioNTech,26237417
United States,2/14/2021,Moderna,25505313
United States,2/14/2021,Pfizer/BioNTech,27271797
United States,2/16/2021,Moderna,26738383
United States,2/16/2021,Pfizer/BioNTech,28374410
United States,2/17/2021,Moderna,27287041
United States,2/17/2021,Pfizer/BioNTech,28886690
United States,2/18/2021,Moderna,28043413
United States,2/18/2021,Pfizer/BioNTech,29585627
United States,2/19/2021,Moderna,29044336
United States,2/19/2021,Pfizer/BioNTech,30431247
United States,2/20/2021,Moderna,29909492
United States,2/20/2021,Pfizer/BioNTech,31270062
United States,2/21/2021,Moderna,30747615
United States,2/21/2021,Pfizer/BioNTech,32232422
United States,2/22/2021,Moderna,31212925
United States,2/22/2021,Pfizer/BioNTech,32853883
United States,2/23/2021,Moderna,31569021
United States,2/23/2021,Pfizer/BioNTech,33352170
United States,2/24/2021,Moderna,32194245
United States,2/24/2021,Pfizer/BioNTech,34159027
United States,2/25/2021,Moderna,33066503
United States,2/25/2021,Pfizer/BioNTech,35095003
United States,2/26/2021,Moderna,34181226
United States,2/26/2021,Pfizer/BioNTech,36159403
United States,2/27/2021,Moderna,35422721
United States,2/27/2021,Pfizer/BioNTech,37269195
United States,2/28/2021,Moderna,36694414
United States,2/28/2021,Pfizer/BioNTech,38426567
United States,3/1/2021,Moderna,37522293
United States,3/1/2021,Pfizer/BioNTech,39262524
United States,3/2/2021,Moderna,38319678
United States,3/2/2021,Pfizer/BioNTech,40196532
United States,3/3/2021,Moderna,39248180
United States,3/3/2021,Pfizer/BioNTech,41175807
United States,3/4/2021,Moderna,40261524
United States,3/4/2021,Pfizer/BioNTech,42193285
United States,3/5/2021,Moderna,41507728
United States,3/5/2021,Pfizer/BioNTech,43373717
United States,3/6/2021,Moderna,42977312
United States,3/6/2021,Pfizer/BioNTech,44774584
United States,3/7/2021,Moderna,44195607
United States,3/7/2021,Pfizer/BioNTech,45932122
United States,3/8/2021,Johnson&Johnson,208590
United States,3/8/2021,Moderna,44936695
United States,3/8/2021,Pfizer/BioNTech,46824290
United States,3/9/2021,Johnson&Johnson,308181
United States,3/9/2021,Moderna,45635740
United States,3/9/2021,Pfizer/BioNTech,47628226
United States,3/10/2021,Johnson&Johnson,458911
United States,3/10/2021,Moderna,46535646
United States,3/10/2021,Pfizer/BioNTech,48605159
United States,3/11/2021,Johnson&Johnson,638469
United States,3/11/2021,Moderna,47733656
United States,3/11/2021,Pfizer/BioNTech,49708920
United States,3/12/2021,Johnson&Johnson,873726
United States,3/12/2021,Moderna,49169578
United States,3/12/2021,Pfizer/BioNTech,50960400
United States,3/13/2021,Johnson&Johnson,1189207
United States,3/13/2021,Moderna,51292130
United States,3/13/2021,Pfizer/BioNTech,53096054
United States,3/14/2021,Johnson&Johnson,1273958
United States,3/14/2021,Moderna,51951820
United States,3/14/2021,Pfizer/BioNTech,53708091
United States,3/15/2021,Johnson&Johnson,1428465
United States,3/15/2021,Moderna,52883263
United States,3/15/2021,Pfizer/BioNTech,54643581
United States,3/16/2021,Johnson&Johnson,1569675
United States,3/16/2021,Moderna,53647312
United States,3/16/2021,Pfizer/BioNTech,55393141
United States,3/17/2021,Johnson&Johnson,1766131
United States,3/17/2021,Moderna,54643195
United States,3/17/2021,Pfizer/BioNTech,56499018
United States,3/18/2021,Johnson&Johnson,1911052
United States,3/18/2021,Moderna,55811286
United States,3/18/2021,Pfizer/BioNTech,57876875
United States,3/19/2021,Johnson&Johnson,2025349
United States,3/19/2021,Moderna,56941640
United States,3/19/2021,Pfizer/BioNTech,59214724
United States,3/20/2021,Johnson&Johnson,2163681
United States,3/20/2021,Moderna,58294583
United States,3/20/2021,Pfizer/BioNTech,60849627
United States,3/21/2021,Johnson&Johnson,2298614
United States,3/21/2021,Moderna,59518840
United States,3/21/2021,Pfizer/BioNTech,62529418
United States,3/22/2021,Johnson&Johnson,2406337
United States,3/22/2021,Moderna,60275003
United States,3/22/2021,Pfizer/BioNTech,63693721
United States,3/23/2021,Johnson&Johnson,2489153
United States,3/23/2021,Moderna,60913292
United States,3/23/2021,Pfizer/BioNTech,64679659
United States,3/24/2021,Johnson&Johnson,2622182
United States,3/24/2021,Moderna,61719260
United States,3/24/2021,Pfizer/BioNTech,65995871
United States,3/25/2021,Johnson&Johnson,2734367
United States,3/25/2021,Moderna,62877755
United States,3/25/2021,Pfizer/BioNTech,67555076
United States,3/26/2021,Johnson&Johnson,2863246
United States,3/26/2021,Moderna,64313721
United States,3/26/2021,Pfizer/BioNTech,69368232
United States,3/27/2021,Johnson&Johnson,2982453
United States,3/27/2021,Moderna,65811340
United States,3/27/2021,Pfizer/BioNTech,71246219
United States,3/28/2021,Johnson&Johnson,3090712
United States,3/28/2021,Moderna,67249447
United States,3/28/2021,Pfizer/BioNTech,72981111
United States,3/29/2021,Johnson&Johnson,3155418
United States,3/29/2021,Moderna,68177850
United States,3/29/2021,Pfizer/BioNTech,74338025
United States,3/30/2021,Johnson&Johnson,3215657
United States,3/30/2021,Moderna,68858013
United States,3/30/2021,Pfizer/BioNTech,75386890
United States,3/31/2021,Johnson&Johnson,3307113
United States,3/31/2021,Moderna,69930956
United States,3/31/2021,Pfizer/BioNTech,76891912
United States,4/1/2021,Johnson&Johnson,3429880
United States,4/1/2021,Moderna,71338865
United States,4/1/2021,Pfizer/BioNTech,78717917
United States,4/2/2021,Johnson&Johnson,3617377
United States,4/2/2021,Moderna,72997571
United States,4/2/2021,Pfizer/BioNTech,80845236
United States,4/3/2021,Johnson&Johnson,3840647
United States,4/3/2021,Moderna,74713387
United States,4/3/2021,Pfizer/BioNTech,82986550
United States,4/4/2021,Johnson&Johnson,4054089
United States,4/4/2021,Moderna,76038933
United States,4/4/2021,Pfizer/BioNTech,84810406
United States,4/5/2021,Johnson&Johnson,4204015
United States,4/5/2021,Moderna,76791212
United States,4/5/2021,Pfizer/BioNTech,86041963
United States,4/6/2021,Johnson&Johnson,4299901
United States,4/6/2021,Moderna,77285350
United States,4/6/2021,Pfizer/BioNTech,86855993
United States,4/7/2021,Johnson&Johnson,4544552
United States,4/7/2021,Moderna,78315776
United States,4/7/2021,Pfizer/BioNTech,88463874
United States,4/8/2021,Johnson&Johnson,4917225
United States,4/8/2021,Moderna,79551820
United States,4/8/2021,Pfizer/BioNTech,90256586
United States,4/9/2021,Johnson&Johnson,5382365
United States,4/9/2021,Moderna,80944104
United States,4/9/2021,Pfizer/BioNTech,92355733
United States,4/10/2021,Johnson&Johnson,5972101
United States,4/10/2021,Moderna,82622178
United States,4/10/2021,Pfizer/BioNTech,94715143
United States,4/11/2021,Johnson&Johnson,6453740
United States,4/11/2021,Moderna,83847244
United States,4/11/2021,Pfizer/BioNTech,96586783
United States,4/12/2021,Johnson&Johnson,6859877
United States,4/12/2021,Moderna,84694388
United States,4/12/2021,Pfizer/BioNTech,97978125
United States,4/13/2021,Johnson&Johnson,7233726
United States,4/13/2021,Moderna,85435687
United States,4/13/2021,Pfizer/BioNTech,99453295
United States,4/14/2021,Johnson&Johnson,7517671
United States,4/14/2021,Moderna,86221076
United States,4/14/2021,Pfizer/BioNTech,100891617
United States,4/15/2021,Johnson&Johnson,7736781
United States,4/15/2021,Moderna,87539652
United States,4/15/2021,Pfizer/BioNTech,102877491
United States,4/16/2021,Johnson&Johnson,7848027
United States,4/16/2021,Moderna,89199649
United States,4/16/2021,Pfizer/BioNTech,105070417
United States,4/17/2021,Johnson&Johnson,7902746
United States,4/17/2021,Moderna,90718986
United States,4/17/2021,Pfizer/BioNTech,107083884
United States,4/18/2021,Johnson&Johnson,7935549
United States,4/18/2021,Moderna,92181455
United States,4/18/2021,Pfizer/BioNTech,109122092
United States,4/19/2021,Johnson&Johnson,7949021
United States,4/19/2021,Moderna,93002433
United States,4/19/2021,Pfizer/BioNTech,110461905
United States,4/20/2021,Johnson&Johnson,7961251
United States,4/20/2021,Moderna,93672874
United States,4/20/2021,Pfizer/BioNTech,111585824
United States,4/21/2021,Johnson&Johnson,7993255
United States,4/21/2021,Moderna,94684047
United States,4/21/2021,Pfizer/BioNTech,113104771
United States,4/22/2021,Johnson&Johnson,8018365
United States,4/22/2021,Moderna,95913701
United States,4/22/2021,Pfizer/BioNTech,114844028
United States,4/23/2021,Johnson&Johnson,8040727
United States,4/23/2021,Moderna,97353734
United States,4/23/2021,Pfizer/BioNTech,116754631
United States,4/24/2021,Johnson&Johnson,8058239
United States,4/24/2021,Moderna,98778973
United States,4/24/2021,Pfizer/BioNTech,118628496
United States,4/25/2021,Johnson&Johnson,8079863
United States,4/25/2021,Moderna,100031926
United States,4/25/2021,Pfizer/BioNTech,120373717
United States,4/26/2021,Johnson&Johnson,8087269
United States,4/26/2021,Moderna,100830533
United States,4/26/2021,Pfizer/BioNTech,121674501
United States,4/27/2021,Johnson&Johnson,8097650
United States,4/27/2021,Moderna,101463903
United States,4/27/2021,Pfizer/BioNTech,122669679
